order_id,amount,currency,status,created_at,merchant_id
ORD_00137,41614.00,INR,success,2026-01-14,MERCHANT_005
ORD_00138,15657.00,INR,success,2026-01-13,MERCHANT_005
ORD_00139,33886.00,INR,success,2026-01-02,MERCHANT_004
ORD_00140,68646.00,INR,success,2026-01-30,MERCHANT_005
ORD_00141,94797.00,INR,success,2026-01-24,MERCHANT_002
ORD_00142,57031.00,INR,success,2026-01-03,MERCHANT_003
ORD_00143,41645.00,INR,success,2026-01-22,MERCHANT_001
ORD_00144,39863.00,INR,success,2026-01-17,MERCHANT_003
ORD_00145,54028.00,INR,success,2026-01-11,MERCHANT_004
ORD_00146,39252.00,INR,success,2026-01-18,MERCHANT_002
ORD_00147,55608.00,INR,success,2026-01-22,MERCHANT_004
ORD_00148,98559.00,INR,success,2026-01-29,MERCHANT_002
ORD_00149,75093.00,INR,success,2026-01-10,MERCHANT_004
ORD_00150,553.00,INR,success,2026-01-10,MERCHANT_003
ORD_00151,56846.00,INR,success,2026-01-26,MERCHANT_005
ORD_00152,86313.00,INR,success,2026-01-11,MERCHANT_004
ORD_00153,58454.00,INR,success,2026-01-22,MERCHANT_002
ORD_00154,62521.00,INR,success,2026-01-26,MERCHANT_002
ORD_00155,11614.00,INR,success,2026-01-10,MERCHANT_005
ORD_00156,83460.00,INR,success,2026-01-20,MERCHANT_003
ORD_00157,98953.00,INR,success,2026-01-08,MERCHANT_003
ORD_00158,26600.00,INR,success,2026-01-05,MERCHANT_001
ORD_00159,32592.00,INR,success,2026-01-16,MERCHANT_005
ORD_00160,60192.00,INR,success,2026-01-14,MERCHANT_005
ORD_00161,94655.00,INR,success,2026-01-23,MERCHANT_004
ORD_00162,52883.00,INR,success,2026-01-08,MERCHANT_002
ORD_00163,90628.00,INR,success,2026-01-01,MERCHANT_001
ORD_00164,29183.00,INR,success,2026-01-06,MERCHANT_005
ORD_00165,7082.00,INR,success,2026-01-18,MERCHANT_002
ORD_00166,60329.00,INR,success,2026-01-05,MERCHANT_004
ORD_00167,70116.00,INR,success,2026-01-18,MERCHANT_005
ORD_00168,99492.00,INR,success,2026-01-29,MERCHANT_004
ORD_00169,94776.00,INR,success,2026-01-29,MERCHANT_005
ORD_00170,72310.00,INR,success,2026-01-15,MERCHANT_002
ORD_00171,62716.00,INR,success,2026-01-15,MERCHANT_003
ORD_00172,84079.00,INR,success,2026-01-09,MERCHANT_005
ORD_00173,82649.00,INR,success,2026-01-08,MERCHANT_003
ORD_00174,10655.00,INR,success,2026-01-23,MERCHANT_003
ORD_00175,36114.00,INR,success,2026-01-11,MERCHANT_003
ORD_00176,11061.00,INR,success,2026-01-05,MERCHANT_002
ORD_00177,50705.00,INR,success,2026-01-23,MERCHANT_002
ORD_00178,28543.00,INR,success,2026-01-03,MERCHANT_004
ORD_00179,43869.00,INR,success,2026-01-18,MERCHANT_004
ORD_00180,8661.00,INR,success,2026-01-07,MERCHANT_004
ORD_00181,77056.00,INR,success,2026-01-23,MERCHANT_001
ORD_00182,50357.00,INR,success,2026-01-16,MERCHANT_001
ORD_00183,39639.00,INR,success,2026-01-25,MERCHANT_004
ORD_00184,71045.00,INR,success,2026-01-24,MERCHANT_005
ORD_00185,29406.00,INR,success,2026-01-16,MERCHANT_002
ORD_00186,57625.00,INR,success,2026-01-16,MERCHANT_001
ORD_00187,44557.00,INR,success,2026-01-22,MERCHANT_004
ORD_00188,22132.00,INR,success,2026-01-27,MERCHANT_004
ORD_00189,82060.00,INR,success,2026-01-18,MERCHANT_001
ORD_00190,78080.00,INR,success,2026-01-19,MERCHANT_001
ORD_00191,84746.00,INR,success,2026-01-14,MERCHANT_002
ORD_00192,24319.00,INR,success,2026-01-02,MERCHANT_003
ORD_00193,43406.00,INR,success,2026-01-07,MERCHANT_004
ORD_00194,44736.00,INR,success,2026-01-25,MERCHANT_004
ORD_00195,99067.00,INR,success,2026-01-27,MERCHANT_004
ORD_00196,11235.00,INR,success,2026-01-16,MERCHANT_001
ORD_00197,71202.00,INR,success,2026-01-02,MERCHANT_003
ORD_00198,85715.00,INR,success,2026-01-03,MERCHANT_001
ORD_00199,32911.00,INR,success,2026-01-07,MERCHANT_001
ORD_00200,20473.00,INR,success,2026-01-08,MERCHANT_002
ORD_00201,88247.00,INR,success,2026-01-04,MERCHANT_005
ORD_00202,61452.00,INR,success,2026-01-23,MERCHANT_003
ORD_00203,22492.00,INR,success,2026-01-20,MERCHANT_005
ORD_00204,94656.00,INR,success,2026-01-04,MERCHANT_002
ORD_00205,14668.00,INR,success,2026-01-19,MERCHANT_001
ORD_00206,75970.00,INR,success,2026-01-22,MERCHANT_004
ORD_00207,94218.00,INR,success,2026-01-07,MERCHANT_001
ORD_00208,91020.00,INR,success,2026-01-27,MERCHANT_002
ORD_00209,91882.00,INR,success,2026-01-25,MERCHANT_003
ORD_00210,79197.00,INR,success,2026-01-26,MERCHANT_001
ORD_00211,5883.00,INR,success,2026-01-12,MERCHANT_005
ORD_00212,87206.00,INR,success,2026-01-12,MERCHANT_001
ORD_00213,85374.00,INR,success,2026-01-11,MERCHANT_001
ORD_00214,64751.00,INR,success,2026-01-04,MERCHANT_004
ORD_00215,83807.00,INR,success,2026-01-29,MERCHANT_004
ORD_00216,20552.00,INR,success,2026-01-14,MERCHANT_002
ORD_00217,68886.00,INR,success,2026-01-21,MERCHANT_003
ORD_00218,71039.00,INR,success,2026-01-25,MERCHANT_004
ORD_00219,57591.00,INR,success,2026-01-27,MERCHANT_005
ORD_00220,42745.00,INR,success,2026-01-28,MERCHANT_002
ORD_00221,37059.00,INR,success,2026-01-29,MERCHANT_004
ORD_00222,98866.00,INR,success,2026-01-15,MERCHANT_005
ORD_00223,88080.00,INR,success,2026-01-13,MERCHANT_003
ORD_00224,65289.00,INR,success,2026-01-28,MERCHANT_003
ORD_00225,64404.00,INR,success,2026-01-07,MERCHANT_003
ORD_00226,45108.00,INR,success,2026-01-09,MERCHANT_005
ORD_00227,36711.00,INR,success,2026-01-18,MERCHANT_001
ORD_00228,25542.00,INR,success,2026-01-03,MERCHANT_002
ORD_00229,53771.00,INR,success,2026-01-16,MERCHANT_005
ORD_00230,91019.00,INR,success,2026-01-16,MERCHANT_004
ORD_00231,2760.00,INR,success,2026-01-03,MERCHANT_003
ORD_00232,53505.00,INR,success,2026-01-23,MERCHANT_002
ORD_00233,87526.00,INR,success,2026-01-19,MERCHANT_003
ORD_00234,73044.00,INR,success,2026-01-17,MERCHANT_003
ORD_00235,98271.00,INR,success,2026-01-18,MERCHANT_003
ORD_00236,92624.00,INR,success,2026-01-15,MERCHANT_003
ORD_00237,33451.00,INR,success,2026-01-08,MERCHANT_001
ORD_00238,25742.00,INR,success,2026-01-11,MERCHANT_001
ORD_00239,70736.00,INR,success,2026-01-25,MERCHANT_002
ORD_00240,28861.00,INR,success,2026-01-24,MERCHANT_004
ORD_00241,95472.00,INR,success,2026-01-19,MERCHANT_005
ORD_00242,37593.00,INR,success,2026-01-04,MERCHANT_002
ORD_00243,30316.00,INR,success,2026-01-12,MERCHANT_002
ORD_00244,2354.00,INR,success,2026-01-23,MERCHANT_005
ORD_00245,36454.00,INR,success,2026-01-02,MERCHANT_001
ORD_00246,38790.00,INR,success,2026-01-23,MERCHANT_002
ORD_00247,99169.00,INR,success,2026-01-16,MERCHANT_001
ORD_00248,75743.00,INR,success,2026-01-10,MERCHANT_004
ORD_00249,58233.00,INR,success,2026-01-11,MERCHANT_002
ORD_00250,33592.00,INR,success,2026-01-28,MERCHANT_004
ORD_00251,9064.00,INR,success,2026-01-13,MERCHANT_004
ORD_00252,76131.00,INR,success,2026-01-21,MERCHANT_001
ORD_00253,20055.00,INR,success,2026-01-26,MERCHANT_005
ORD_00254,11664.00,INR,success,2026-01-08,MERCHANT_001
ORD_00255,55048.00,INR,success,2026-01-20,MERCHANT_005
ORD_00256,30081.00,INR,success,2026-01-25,MERCHANT_005
ORD_00257,59549.00,INR,success,2026-01-30,MERCHANT_004
ORD_00258,77639.00,INR,success,2026-01-14,MERCHANT_003
ORD_00259,81899.00,INR,success,2026-01-02,MERCHANT_005
ORD_00260,13506.00,INR,success,2026-01-25,MERCHANT_002
ORD_00261,28159.00,INR,success,2026-01-09,MERCHANT_001
ORD_00262,31939.00,INR,success,2026-01-06,MERCHANT_005
ORD_00263,21017.00,INR,success,2026-01-01,MERCHANT_004
ORD_00264,90857.00,INR,success,2026-01-20,MERCHANT_004
ORD_00265,4778.00,INR,success,2026-01-08,MERCHANT_003
ORD_00266,37556.00,INR,success,2026-01-23,MERCHANT_004
ORD_00267,90596.00,INR,success,2026-01-08,MERCHANT_003
ORD_00268,77804.00,INR,success,2026-01-22,MERCHANT_002
ORD_00269,15543.00,INR,success,2026-01-18,MERCHANT_002
ORD_00270,20028.00,INR,success,2026-01-30,MERCHANT_003
ORD_00271,9859.00,INR,success,2026-01-02,MERCHANT_002
ORD_00272,78493.00,INR,success,2026-01-24,MERCHANT_005
ORD_00273,58060.00,INR,success,2026-01-04,MERCHANT_004
ORD_00274,40357.00,INR,success,2026-01-23,MERCHANT_004
ORD_00275,66097.00,INR,success,2026-01-18,MERCHANT_004
ORD_00276,11043.00,INR,success,2026-01-20,MERCHANT_001
ORD_00277,96776.00,INR,success,2026-01-11,MERCHANT_005
ORD_00278,3890.00,INR,success,2026-01-03,MERCHANT_002
ORD_00279,75892.00,INR,success,2026-01-19,MERCHANT_001
ORD_00280,35825.00,INR,success,2026-01-19,MERCHANT_001
ORD_00281,62169.00,INR,success,2026-01-17,MERCHANT_004
ORD_00282,36958.00,INR,success,2026-01-06,MERCHANT_005
ORD_00283,57632.00,INR,success,2026-01-21,MERCHANT_004
ORD_00284,12459.00,INR,success,2026-01-16,MERCHANT_003
ORD_00285,54023.00,INR,success,2026-01-11,MERCHANT_003
ORD_00286,88335.00,INR,success,2026-01-04,MERCHANT_002
ORD_00287,43728.00,INR,success,2026-01-14,MERCHANT_004
ORD_00288,38277.00,INR,success,2026-01-22,MERCHANT_004
ORD_00289,72602.00,INR,success,2026-01-02,MERCHANT_004
ORD_00290,12042.00,INR,success,2026-01-11,MERCHANT_003
ORD_00291,42872.00,INR,success,2026-01-04,MERCHANT_004
ORD_00292,67949.00,INR,success,2026-01-27,MERCHANT_001
ORD_00293,86700.00,INR,success,2026-01-28,MERCHANT_005
ORD_00294,61052.00,INR,success,2026-01-14,MERCHANT_001
ORD_00295,25086.00,INR,success,2026-01-17,MERCHANT_003
ORD_00296,82109.00,INR,success,2026-01-25,MERCHANT_004
ORD_00297,82473.00,INR,success,2026-01-15,MERCHANT_001
ORD_00298,27180.00,INR,success,2026-01-09,MERCHANT_005
ORD_00299,17672.00,INR,success,2026-01-30,MERCHANT_003
ORD_00300,57924.00,INR,success,2026-01-29,MERCHANT_004
ORD_00301,16415.00,INR,success,2026-01-01,MERCHANT_005
ORD_00302,31865.00,INR,success,2026-01-23,MERCHANT_002
ORD_00303,41230.00,INR,success,2026-01-18,MERCHANT_001
ORD_00304,72884.00,INR,success,2026-01-14,MERCHANT_001
ORD_00305,29951.00,INR,success,2026-01-27,MERCHANT_001
ORD_00306,60982.00,INR,success,2026-01-04,MERCHANT_002
ORD_00307,65823.00,INR,success,2026-01-30,MERCHANT_003
ORD_00308,67198.00,INR,success,2026-01-23,MERCHANT_003
ORD_00309,54959.00,INR,success,2026-01-27,MERCHANT_004
ORD_00310,62394.00,INR,success,2026-01-08,MERCHANT_004
ORD_00311,72755.00,INR,success,2026-01-05,MERCHANT_004
ORD_00312,25483.00,INR,success,2026-01-30,MERCHANT_005
ORD_00313,67116.00,INR,success,2026-01-24,MERCHANT_002
ORD_00314,9650.00,INR,success,2026-01-09,MERCHANT_004
ORD_00315,45048.00,INR,success,2026-01-30,MERCHANT_005
ORD_00316,35518.00,INR,success,2026-01-27,MERCHANT_001
ORD_00317,37572.00,INR,success,2026-01-24,MERCHANT_003
ORD_00318,77431.00,INR,success,2026-01-19,MERCHANT_004
ORD_00319,19976.00,INR,success,2026-01-15,MERCHANT_005
ORD_00320,63983.00,INR,success,2026-01-12,MERCHANT_003
ORD_00321,72840.00,INR,success,2026-01-25,MERCHANT_005
ORD_00322,49941.00,INR,success,2026-01-15,MERCHANT_003
ORD_00323,25227.00,INR,success,2026-01-23,MERCHANT_002
ORD_00324,75446.00,INR,success,2026-01-13,MERCHANT_002
ORD_00325,54341.00,INR,success,2026-01-02,MERCHANT_003
ORD_00326,98109.00,INR,success,2026-01-16,MERCHANT_004
ORD_00327,51104.00,INR,success,2026-01-22,MERCHANT_002
ORD_00328,65423.00,INR,success,2026-01-02,MERCHANT_002
ORD_00329,66336.00,INR,success,2026-01-19,MERCHANT_003
ORD_00330,13654.00,INR,success,2026-01-28,MERCHANT_004
ORD_00331,13569.00,INR,success,2026-01-17,MERCHANT_004
ORD_00332,2511.00,INR,success,2026-01-24,MERCHANT_002
ORD_00333,54236.00,INR,success,2026-01-28,MERCHANT_002
ORD_00334,10307.00,INR,success,2026-01-16,MERCHANT_003
ORD_00335,44875.00,INR,success,2026-01-20,MERCHANT_004
ORD_00336,85675.00,INR,success,2026-01-03,MERCHANT_003
ORD_00337,88889.00,INR,success,2026-01-28,MERCHANT_005
ORD_00338,50308.00,INR,success,2026-01-11,MERCHANT_004
ORD_00339,71412.00,INR,success,2026-01-02,MERCHANT_005
ORD_00340,9468.00,INR,success,2026-01-08,MERCHANT_003
ORD_00341,30317.00,INR,success,2026-01-24,MERCHANT_001
ORD_00342,13403.00,INR,success,2026-01-25,MERCHANT_001
ORD_00343,22305.00,INR,success,2026-01-23,MERCHANT_003
ORD_00344,6528.00,INR,success,2026-01-11,MERCHANT_001
ORD_00345,47484.00,INR,success,2026-01-12,MERCHANT_004
ORD_00346,32507.00,INR,success,2026-01-17,MERCHANT_004
ORD_00347,89864.00,INR,success,2026-01-26,MERCHANT_002
ORD_00348,23446.00,INR,success,2026-01-03,MERCHANT_005
ORD_00349,81726.00,INR,success,2026-01-22,MERCHANT_002
ORD_00350,76935.00,INR,success,2026-01-05,MERCHANT_002
ORD_00351,84111.00,INR,success,2026-01-09,MERCHANT_004
ORD_00352,87904.00,INR,success,2026-01-01,MERCHANT_004
ORD_00353,89315.00,INR,success,2026-01-18,MERCHANT_002
ORD_00354,58398.00,INR,success,2026-01-12,MERCHANT_005
ORD_00355,84246.00,INR,success,2026-01-14,MERCHANT_003
ORD_00356,40099.00,INR,success,2026-01-07,MERCHANT_004
ORD_00357,14479.00,INR,success,2026-01-08,MERCHANT_004
ORD_00358,47549.00,INR,success,2026-01-19,MERCHANT_003
ORD_00359,39196.00,INR,success,2026-01-01,MERCHANT_004
ORD_00360,1561.00,INR,success,2026-01-19,MERCHANT_001
ORD_00361,98171.00,INR,success,2026-01-16,MERCHANT_003
ORD_00362,80069.00,INR,success,2026-01-26,MERCHANT_003
ORD_00363,83942.00,INR,success,2026-01-07,MERCHANT_005
ORD_00364,89335.00,INR,success,2026-01-25,MERCHANT_002
ORD_00365,13235.00,INR,success,2026-01-29,MERCHANT_001
ORD_00366,58279.00,INR,success,2026-01-02,MERCHANT_005
ORD_00367,96491.00,INR,success,2026-01-05,MERCHANT_001
ORD_00368,43323.00,INR,success,2026-01-24,MERCHANT_004
ORD_00369,26818.00,INR,success,2026-01-05,MERCHANT_005
ORD_00370,70079.00,INR,success,2026-01-17,MERCHANT_003
ORD_00371,34181.00,INR,success,2026-01-30,MERCHANT_004
ORD_00372,98353.00,INR,success,2026-01-28,MERCHANT_003
ORD_00373,61885.00,INR,success,2026-01-03,MERCHANT_002
ORD_00374,89147.00,INR,success,2026-01-24,MERCHANT_004
ORD_00375,48442.00,INR,success,2026-01-03,MERCHANT_004
ORD_00376,35163.00,INR,success,2026-01-18,MERCHANT_001
ORD_00377,48811.00,INR,success,2026-01-22,MERCHANT_003
ORD_00378,50441.00,INR,success,2026-01-27,MERCHANT_003
ORD_00379,88952.00,INR,success,2026-01-08,MERCHANT_004
ORD_00380,81705.00,INR,success,2026-01-29,MERCHANT_005
ORD_00381,80464.00,INR,success,2026-01-08,MERCHANT_001
ORD_00382,83783.00,INR,success,2026-01-27,MERCHANT_004
ORD_00383,92391.00,INR,success,2026-01-10,MERCHANT_004
ORD_00384,15792.00,INR,success,2026-01-05,MERCHANT_001
ORD_00385,5377.00,INR,success,2026-01-10,MERCHANT_004
ORD_00386,15720.00,INR,success,2026-01-04,MERCHANT_002
ORD_00387,70957.00,INR,success,2026-01-05,MERCHANT_004
ORD_00388,59959.00,INR,success,2026-01-12,MERCHANT_005
ORD_00389,55435.00,INR,success,2026-01-19,MERCHANT_002
ORD_00390,54879.00,INR,success,2026-01-21,MERCHANT_001
ORD_00391,64639.00,INR,success,2026-01-20,MERCHANT_004
ORD_00392,37166.00,INR,success,2026-01-02,MERCHANT_003
ORD_00393,28977.00,INR,refund,2026-01-15,MERCHANT_004
ORD_00394,31447.00,INR,refund,2026-01-28,MERCHANT_003
ORD_00395,13522.00,INR,refund,2026-01-22,MERCHANT_003
ORD_00396,71864.00,INR,refund,2026-01-29,MERCHANT_003
ORD_00397,8436.00,USD,success,2026-01-13,MERCHANT_003
ORD_00398,25378.00,USD,success,2026-01-04,MERCHANT_004
ORD_00399,12515.00,USD,success,2026-01-22,MERCHANT_002
ORD_00400,84609.00,USD,success,2026-01-21,MERCHANT_005
